bar,beer,price
Manayunk Brewing Company,Rat City IPA,6.38
Manayunk Brewing Company,Krystal Weizen,7.07
Manayunk Brewing Company,Brown's Point ESB,7.15
Buckeye Brewing,Tacoma Brew,6.51
Buckeye Brewing,Imperial I.P.A.,5.41
Buckeye Brewing,Maibock,5.49
Buckeye Brewing,Whistling Pig Hefeweizen,7.87
Buckeye Brewing,India Pale Ale,8.6
Buckeye Brewing,India Pale Ale,6.24
Buckeye Brewing,Sun Fest,4.9
Buckeye Brewing,Whoville Weizenbock,4.96
Buckeye Brewing,Firkin IPA,7.7
Buckeye Brewing,ESB,4.91
Daredevil Brewing Company,Yellowjacket Pale Ale,7.23
Daredevil Brewing Company,Wee Heavy Winter Ale,4.68
Daredevil Brewing Company,Farm Frog,7.02
Daredevil Brewing Company,Baron Oktoberfest,5.91
Daredevil Brewing Company,Apricot Weizen Ale,7.94
Daredevil Brewing Company,Cream Stout,7.81
Daredevil Brewing Company,Maibock,5.82
Daredevil Brewing Company,Slam Dunkelweizen,4.9
Daredevil Brewing Company,Amber Weizen,5.43
Daredevil Brewing Company,ESB,8.08
NoDa Brewing Company,Barnstormer Brown Ale,7.3
NoDa Brewing Company,BÃªte Blanche,8.95
NoDa Brewing Company,Hart Espresso Stout,7.02
NoDa Brewing Company,Industrial IPA,4.88
NoDa Brewing Company,Golden,5.81
NoDa Brewing Company,Curve Ball,7.61
NoDa Brewing Company,First Flight Amber Ale,7.87
NoDa Brewing Company,Wild Banshee Barleywine,6.58
NoDa Brewing Company,Mt. Takhoma Blonde Ale,6.5
NoDa Brewing Company,Foster Child Australian Lager,8.31
Aviator Brewing Company,Skagit Brown Ale,9.32
Aviator Brewing Company,Pale Ale,7.45
Aviator Brewing Company,Hoptoberfest,5.6
Aviator Brewing Company,5 |000 Year Ale,8.57
Aviator Brewing Company,Double Diamond Winter,6.78
Aviator Brewing Company,Pale Ale,7.91
Aviator Brewing Company,Oak Stout,7.23
Aviator Brewing Company,Possession Porter,6.96
Aviator Brewing Company,Luna Weizen,8.3
Aviator Brewing Company,Loki,7.15
Wild Onion Brewing Company,Leviathan 2004,6.9
Wild Onion Brewing Company,Cyclops Barleywine,6.41
Wild Onion Brewing Company,Rye,4.68
Wild Onion Brewing Company,India Pale Ale,5.46
Wild Onion Brewing Company,India Pale Ale,7.01
Wild Onion Brewing Company,Doppel Bock,4.59
Wild Onion Brewing Company,Trumpeter,5.17
Wild Onion Brewing Company,Hammerhead Ale,6.44
Wild Onion Brewing Company,Coal Creek Porter,7.81
Wild Onion Brewing Company,Pinnacle Peak Pale Ale,9.15
Hilliard's Beer,Old Seattle Lager,6.23
Hilliard's Beer,Alembic Pale,6.76
Hilliard's Beer,Maibock,8.28
Hilliard's Beer,Cyclops Barleywine,6.85
Hilliard's Beer,Pyramid Amber Weizen,5.81
Hilliard's Beer,Red Card Lager,6.47
Hilliard's Beer,Oak Stout,4.81
Hilliard's Beer,Puget Brown Porter,6.41
Hilliard's Beer,Golden,8.75
Hilliard's Beer,Peacemaker Porter,6.62
Mikkeller,Wheat Beer,9.09
Mikkeller,BÃªte Blanche,5.87
Mikkeller,Double Black Stout,9.16
Mikkeller,Traditional ESB,5.57
Mikkeller,Cyclops Barleywine,7.04
Mikkeller,Three Threads Porter,9.09
Mikkeller,Blonde Ale,9.16
Mikkeller,Salmon Bay E.S.B.,4.73
Mikkeller,Lava Rock Porter,5.42
Mikkeller,Firehouse Red,7.61
Bohemian Brewery,Nut Brown Ale,5.41
Bohemian Brewery,Lava Rock Porter,5.32
Bohemian Brewery,Point Defiance IPA,5.51
Bohemian Brewery,Bourbon Barrel Stout,5.28
Bohemian Brewery,Steelie Brown Ale,8.52
Bohemian Brewery,Thornton Creel Ale,7.59
Bohemian Brewery,Oktoberfest,4.84
Bohemian Brewery,Curve Ball,9.25
Bohemian Brewery,Pyramid Apricot Weizen,6.42
Bohemian Brewery,Moss Bay Extra,5.13
Great River Brewery,No Doubt Stout,8.79
Great River Brewery,Golden Ale,6.86
Great River Brewery,IPA,9.31
Great River Brewery,Amber Ale,6.13
Great River Brewery,Winterhook Robust Winter Ale 1993,5.26
Great River Brewery,Industrial IPA,7.67
Great River Brewery,Two Frog Dubbel,6.81
Great River Brewery,I.M. Pale,5.5
Great River Brewery,Extra Special Bitter,4.82
Great River Brewery,Wild Banshee Barleywine,5.14
Mustang Brewing Company,IPA,8.15
Mustang Brewing Company,Curve Ball,7.15
Mustang Brewing Company,Irish Stout,8.35
Mustang Brewing Company,Hammerhead Ale,5.43
Mustang Brewing Company,Old Rip Oatmeal Stout,5.24
Mustang Brewing Company,Brown's Point ESB,4.58
Mustang Brewing Company,Barnstormer Brown Ale,6.25
Mustang Brewing Company,India Pale Ale,8.57
Mustang Brewing Company,Tilted Kilt Ale,5.31
Mustang Brewing Company,Red Card Lager,7.24
Airways Brewing Company,Amber Weizen,6.97
Airways Brewing Company,Baron Helles Bock,7.96
Airways Brewing Company,Curve Ball,7.12
Airways Brewing Company,India Pale Ale,7.39
Airways Brewing Company,Islander Pale Ale,6.77
Airways Brewing Company,Kirkland Ale,5.03
Airways Brewing Company,Leviathan 2004,6.81
Airways Brewing Company,Hefe-Weizen,4.78
Airways Brewing Company,Baron Pilsner,5.59
Airways Brewing Company,Gale Force IPA,8.27
21st Amendment Brewery,Zephyrus Pilsner,6.15
21st Amendment Brewery,Drawbridge Blonde,7.92
21st Amendment Brewery,Bottleworks IPA,5.89
21st Amendment Brewery,Irish Stout,4.65
21st Amendment Brewery,Puget Porter,7.2
21st Amendment Brewery,Sequoia Red,7.29
21st Amendment Brewery,BiFrÃ¶st Winter Ale,8.6
21st Amendment Brewery,Tacoma Brew,7.38
21st Amendment Brewery,Amber Weizen,9.14
21st Amendment Brewery,Snow Melt Nitrogen Pale,5.79
Eddyline Brewery & Restaurant,Pale Ale,8.03
Eddyline Brewery & Restaurant,Apricot Weizen Ale,7.22
Eddyline Brewery & Restaurant,India Pale Ale,5.05
Eddyline Brewery & Restaurant,Bock,6.47
Eddyline Brewery & Restaurant,Alembic Pale,6.93
Eddyline Brewery & Restaurant,Spitfire Best Bitter,6.69
Eddyline Brewery & Restaurant,Extra Special Bitter,7.43
Eddyline Brewery & Restaurant,Whistling Pig Hefeweizen,4.92
Eddyline Brewery & Restaurant,India Pale Ale,8.22
Eddyline Brewery & Restaurant,Red Card Lager,8.3
Pizza Port Brewing Company,Del Rio Lager,8.14
Pizza Port Brewing Company,IPA,8.2
Pizza Port Brewing Company,Hefeweizen,4.99
Pizza Port Brewing Company,Whistling Pig Hefeweizen,7.81
Pizza Port Brewing Company,Zephyrus Pilsner,7.5
Pizza Port Brewing Company,Krystal Weizen,8.93
Pizza Port Brewing Company,IPA,5.41
Pizza Port Brewing Company,Deep Powder Winter Ale,6.08
Pizza Port Brewing Company,Castaway Barley Wine Winter Ale,6.84
Pizza Port Brewing Company,Vashon Old Stock Ale,8.87
Sly Fox Brewing Company,Sun Fest,7.23
Sly Fox Brewing Company,Penitentiary Porter,6.73
Sly Fox Brewing Company,No Doubt Stout,4.99
Sly Fox Brewing Company,Steelie Brown Ale,8.38
Sly Fox Brewing Company,Rat City IPA,5.13
Sly Fox Brewing Company,Perseus Porter,6.68
Sly Fox Brewing Company,India Pale Ale,7.63
Sly Fox Brewing Company,Krystal Weizen,5.97
Sly Fox Brewing Company,Cream Stout,8.69
Sly Fox Brewing Company,Alki Ale,8.71
Spring House Brewing Company,Steamer Glide Stout,8.72
Spring House Brewing Company,Possession Porter,7.55
Spring House Brewing Company,Double Black Stout,8.04
Spring House Brewing Company,Pyramid Hefe Weizen,4.65
Spring House Brewing Company,SunRye,7.81
Spring House Brewing Company,Baron Schwarzbier,5.27
Spring House Brewing Company,Hammerhead Ale,4.55
Spring House Brewing Company,Loki,5.69
Spring House Brewing Company,Barnstormer Brown Ale,4.86
Spring House Brewing Company,Apricot Weizen Ale,9.41
7venth Sun,Spitfire Best Bitter,8.22
7venth Sun,Apricot Weizen Ale,8.67
7venth Sun,Old Woody 2005,9.38
7venth Sun,Black Mulligan Dublin Stout,6.67
7venth Sun,Avatar Jasmine IPA,6.73
7venth Sun,Pale Ale,9.47
7venth Sun,Light,7.03
7venth Sun,Jolly Roger,9.32
7venth Sun,Slam Dunkelweizen,6.66
7venth Sun,Imperial I.P.A.,8.43
Astoria Brewing Company,Avatar Jasmine IPA,7.69
Astoria Brewing Company,Weissbier,8.67
Astoria Brewing Company,Light,6.33
Astoria Brewing Company,Blonde Ale,5.62
Astoria Brewing Company,No Doubt Stout,6.94
Astoria Brewing Company,Hefe Weizen,5.42
Astoria Brewing Company,Pseudo Lambic Framboise,8.24
Astoria Brewing Company,Spring Bock,7.22
Astoria Brewing Company,IPA,6.75
Astoria Brewing Company,Scarlet Fire IPA,9.48
Maui Brewing Company,Moss Bay Extra,7.4
Maui Brewing Company,Slam Dunkelweizen,4.74
Maui Brewing Company,Porter,9.37
Maui Brewing Company,Pale Ale,9.34
Maui Brewing Company,BiFrÃ¶st Winter Ale,4.97
Maui Brewing Company,Pyramid Broken Rake,6.21
Maui Brewing Company,Oatmeal Stout,9.31
Maui Brewing Company,Farm Frog,8.06
Maui Brewing Company,Steelie Brown Ale,5.57
Maui Brewing Company,Scarlet Fire IPA,8.71
RoughTail Brewing Company,N.W. Pale Ale,4.74
RoughTail Brewing Company,Thornton Creel Ale,5.08
RoughTail Brewing Company,Flagship Red Alt Ale,6.65
RoughTail Brewing Company,AK-47 Malt Liquor,8.77
RoughTail Brewing Company,Danger Ale,8.7
RoughTail Brewing Company,Amber Ale,5.21
RoughTail Brewing Company,Pyramid Hefe Weizen,5.23
RoughTail Brewing Company,Atlas Amber Ale,7.53
RoughTail Brewing Company,Snow Melt Nitrogen Pale,6.5
RoughTail Brewing Company,Thornton Creel Ale,5.48
Lucette Brewing Company,Poseidon Imperial Stout,7.68
Lucette Brewing Company,Industrial IPA,4.6
Lucette Brewing Company,Porter,9.44
Lucette Brewing Company,Industrial IPA,5.18
Lucette Brewing Company,Old Rip Oatmeal Stout,4.95
Lucette Brewing Company,XXXXX Stout,4.79
Lucette Brewing Company,Puget Brown Porter,7.83
Lucette Brewing Company,Flagship Red Alt Ale,9.1
Lucette Brewing Company,Danger Ale,8.76
Lucette Brewing Company,Weisse,6.55
Bold City Brewery,Hoptoberfest,8.58
Bold City Brewery,Saison,9.3
Bold City Brewery,Amber Ale,8.39
Bold City Brewery,Hefe-Weizen,5.32
Bold City Brewery,Scotch brand Ale,7.33
Bold City Brewery,Blonde Ale,4.88
Bold City Brewery,Organic Amber Ale,6.12
Bold City Brewery,Auld Acquaintance Spiced Ale,8.56
Bold City Brewery,Spring Bock,8.94
Bold City Brewery,Redhook Long Hammer IPA,6.76
Grey Sail Brewing of Rhode Island,E.S.B.,8.31
Grey Sail Brewing of Rhode Island,WinterFish Ale,8.32
Grey Sail Brewing of Rhode Island,Pseudo Lambic Framboise,4.93
Grey Sail Brewing of Rhode Island,Spring Bock,9.26
Grey Sail Brewing of Rhode Island,Hart Espresso Stout,8.27
Grey Sail Brewing of Rhode Island,Prime Time Pale Ale,4.84
Grey Sail Brewing of Rhode Island,Wheat Beer,9.32
Grey Sail Brewing of Rhode Island,Golden Ale,8.28
Grey Sail Brewing of Rhode Island,El Jefe Weizen Ale,8.19
Grey Sail Brewing of Rhode Island,Barleywine,7.29
Blue Blood Brewing Company,Curve Ball,9.34
Blue Blood Brewing Company,Castaway Barley Wine Winter Ale,8.16
Blue Blood Brewing Company,Castaway Barley Wine Winter Ale,7
Blue Blood Brewing Company,Drawbridge Blonde,8.54
Blue Blood Brewing Company,Imperial Stout,9.49
Blue Blood Brewing Company,Blonde Ale,5.48
Blue Blood Brewing Company,Driftwood Ale,5.16
Blue Blood Brewing Company,Cyclops Barleywine,4.59
Blue Blood Brewing Company,Sick Duck Imperial Stout,6
Blue Blood Brewing Company,5 |000 Year Ale,8.27
Swashbuckler Brewing Company,Wheat Beer,5.58
Swashbuckler Brewing Company,First Flight Amber Ale,7.24
Swashbuckler Brewing Company,AK-47 Malt Liquor,9.42
Swashbuckler Brewing Company,Detonator Doppelbock,8.99
Swashbuckler Brewing Company,Blonde Ale,5.04
Swashbuckler Brewing Company,Hart Espresso Stout,7.04
Swashbuckler Brewing Company,Baron Oktoberfest,5.34
Swashbuckler Brewing Company,Tacoma Brew,4.52
Swashbuckler Brewing Company,Pyramid Apricot Weizen,8.45
Swashbuckler Brewing Company,Ambrosia Maibock,6.71
Blue Mountain Brewery,Luna Weizen,4.53
Blue Mountain Brewery,Steamer Glide Stout,4.74
Blue Mountain Brewery,Pyramid Thunderhead IPA,8.27
Blue Mountain Brewery,Monkfish Tripel,6.78
Blue Mountain Brewery,Dutch Girl Lager,5.39
Blue Mountain Brewery,Riot Ale,7.75
Blue Mountain Brewery,Firehouse Red,8.01
Blue Mountain Brewery,Irish Style Ale,6.1
Blue Mountain Brewery,Vashon Old Stock Ale,5.13
Blue Mountain Brewery,Afterburner IPA,8.43
Starr Hill Brewery,Heat Seeker Hefe,7.4
Starr Hill Brewery,Pilsner,8.64
Starr Hill Brewery,Weissbier,6.61
Starr Hill Brewery,Amber Ale,4.84
Starr Hill Brewery,10 Squared (10Â²),9.39
Starr Hill Brewery,Oktoberfest,9.44
Starr Hill Brewery,Monkfish Tripel,5.72
Starr Hill Brewery,E.S.B.,5.93
Starr Hill Brewery,Rat City IPA,6.98
Starr Hill Brewery,Steamer Glide Stout,8.05
Westbrook Brewing Company,IPA,4.58
Westbrook Brewing Company,Free Bike Amber,8.38
Westbrook Brewing Company,Winterhook Robust Winter Ale 1993,7.53
Westbrook Brewing Company,Baron Schwarzbier,8.11
Westbrook Brewing Company,N.W. Pale Ale,5.17
Westbrook Brewing Company,No Doubt Stout,5.14
Westbrook Brewing Company,Two Frog Dubbel,6.61
Westbrook Brewing Company,Barnstormer Brown Ale,8.94
Westbrook Brewing Company,Redhook Long Hammer IPA,7.6
Westbrook Brewing Company,Hefeweizen,7.12
Shipyard Brewing Company,Imperial Stout,5.16
Shipyard Brewing Company,BiFrÃ¶st Winter Ale,7.99
Shipyard Brewing Company,Bottleworks IPA,9.15
Shipyard Brewing Company,Porter,6.82
Shipyard Brewing Company,Golden,8.65
Shipyard Brewing Company,Pyramid Broken Rake,4.86
Shipyard Brewing Company,Wild Salmon Pale Ale,8.18
Shipyard Brewing Company,Baron Oktoberfest,5.61
Shipyard Brewing Company,Red Card Lager,5.09
Shipyard Brewing Company,Blonde Ale,5.04
Revolution Brewing,Rye,9.24
Revolution Brewing,Icebreaker Barley Wine,9.1
Revolution Brewing,Kilt Lifter Scotch Ale,5.93
Revolution Brewing,Organic India Pale Ale,8.13
Revolution Brewing,Belgian White,7.86
Revolution Brewing,Point Defiance IPA,6.11
Revolution Brewing,Red Card Lager,6.01
Revolution Brewing,Pale Ale,9.06
Revolution Brewing,Trombipulator,8.45
Revolution Brewing,India Pale Ale,7.66
Natian Brewery,India Pale Ale,5.92
Natian Brewery,Drawbridge Blonde,8.93
Natian Brewery,Driftwood Ale,5.48
Natian Brewery,Loki,5.2
Natian Brewery,Sequoia Red,7.18
Natian Brewery,Weisse,9.33
Natian Brewery,Pyramid Hefe Weizen,6.95
Natian Brewery,Rye,5.16
Natian Brewery,Organic India Pale Ale,8.38
Natian Brewery,Wheat Hook,5.57
Alltech's Lexington Brewing Company,Mongoose IPA,4.73
Alltech's Lexington Brewing Company,Cream Stout,6.35
Alltech's Lexington Brewing Company,Bourbon Barrel Stout,7.86
Alltech's Lexington Brewing Company,Penitentiary Porter,5.74
Alltech's Lexington Brewing Company,Highwater Porter,8.3
Alltech's Lexington Brewing Company,E.S.B.,7.04
Alltech's Lexington Brewing Company,Red Menace Big Amber,6.47
Alltech's Lexington Brewing Company,Perseus Porter,6.27
Alltech's Lexington Brewing Company,Extra Special Bitter,8.17
Alltech's Lexington Brewing Company,Pale Ale,6.74
Oskar Blues Brewery (North Carol...,Blind Pig Dunkelweizen,9.3
Oskar Blues Brewery (North Carol...,Slam Dunkelweizen,6.99
Oskar Blues Brewery (North Carol...,Baron Oktoberfest,5.31
Oskar Blues Brewery (North Carol...,Black Mulligan Dublin Stout,7.82
Oskar Blues Brewery (North Carol...,BÃªte Blanche,6.75
Oskar Blues Brewery (North Carol...,Puget Brown Porter,6.07
Oskar Blues Brewery (North Carol...,El Jefe Weizen Ale,6.7
Oskar Blues Brewery (North Carol...,Pale Ale,7.39
Oskar Blues Brewery (North Carol...,Old Bawdy 2006,7.22
Oskar Blues Brewery (North Carol...,Whoville Weizenbock,8.05
Orlison Brewing Company,Humbles Blond Ale,9.17
Orlison Brewing Company,Loki,7.03
Orlison Brewing Company,Vashon Old Stock Ale,8.18
Orlison Brewing Company,Pyramid Amber Weizen,6.5
Orlison Brewing Company,Steamer Glide Stout,5.25
Orlison Brewing Company,N.W. Pale Ale,5.46
Orlison Brewing Company,Pale Ale,5.83
Orlison Brewing Company,Rat City IPA,8.77
Orlison Brewing Company,Dutch Girl Lager,8.26
Orlison Brewing Company,India Pale Ale,4.81
Breckenridge Brewery,Riot Ale,7.42
Breckenridge Brewery,Cyclops Barleywine,6.76
Breckenridge Brewery,Catalina Common Lager,8.32
Breckenridge Brewery,Pseudo Lambic Framboise,5.65
Breckenridge Brewery,Drawbridge Blonde,7.71
Breckenridge Brewery,India Pale Ale,4.5
Breckenridge Brewery,Ambrosia Maibock,5.89
Breckenridge Brewery,Red Card Lager,8.86
Breckenridge Brewery,Navidad,7.73
Breckenridge Brewery,Leviathan 2004,6.93
Santa Fe Brewing Company,India Pale Ale,8.19
Santa Fe Brewing Company,India Pale Ale,8.45
Santa Fe Brewing Company,Old Bawdy 2006,5.73
Santa Fe Brewing Company,Trombipulator,5.42
Santa Fe Brewing Company,Point Defiance IPA,6.72
Santa Fe Brewing Company,Peacemaker Porter,9.41
Santa Fe Brewing Company,Hefeweizen,7.7
Santa Fe Brewing Company,Avatar Jasmine IPA,8.01
Santa Fe Brewing Company,Baron Pilsner,5.41
Santa Fe Brewing Company,Cream Stout,5.45
Miami Brewing Company,Industrial IPA,9.17
Miami Brewing Company,Hefeweizen,5.98
Miami Brewing Company,Double Diamond Winter,4.97
Miami Brewing Company,Trumpeter,5.42
Miami Brewing Company,Jolly Roger,5.45
Miami Brewing Company,Old Rip Oatmeal Stout,4.82
Miami Brewing Company,Afterburner IPA,7.12
Miami Brewing Company,Thornton Creel Ale,8.46
Miami Brewing Company,Black Hook Porter,8.54
Miami Brewing Company,Pyramid Hefe Weizen,9.1
Schilling & Company,Poseidon Imperial Stout,6.39
Schilling & Company,IPA,7.97
Schilling & Company,Skagit Brown Ale,8.78
Schilling & Company,E.S.B.,5.88
Schilling & Company,Porter,8.62
Schilling & Company,Warminster Special Bitter,6.66
Schilling & Company,Sick Duck Imperial Stout,7.61
Schilling & Company,Vashon Old Stock Ale,6.19
Schilling & Company,AK-47 Malt Liquor,6.65
Schilling & Company,Tacoma Brew,5.03
Hops & Grain Brewery,Monkfish Tripel,5.58
Hops & Grain Brewery,Mudshark Porter,5.11
Hops & Grain Brewery,Pale Ale,5.18
Hops & Grain Brewery,Barnstormer Brown Ale,7.34
Hops & Grain Brewery,Firehouse Red,4.52
Hops & Grain Brewery,India Pale Ale,6.45
Hops & Grain Brewery,Red Card Lager,6.27
Hops & Grain Brewery,Troll Porter,9.46
Hops & Grain Brewery,Winterhook Robust Winter Ale 1993,6.95
Hops & Grain Brewery,Weissbier,5.3
White Flame Brewing Company,Drawbridge Blonde,7.1
White Flame Brewing Company,Curve Ball,4.71
White Flame Brewing Company,Organic India Pale Ale,6.36
White Flame Brewing Company,Mudshark Porter,9.07
White Flame Brewing Company,Moss Bay Extra,8.18
White Flame Brewing Company,Possession Porter,6.08
White Flame Brewing Company,Amber Weizen,5.29
White Flame Brewing Company,Leviathan 2004,6.38
White Flame Brewing Company,Grand Cru,7.66
White Flame Brewing Company,El Jefe Weizen Ale,5.33
Ruhstaller Beer Company,Yo Ho Ho Christmas Ale 2001,8.8
Ruhstaller Beer Company,Double Black Stout,5.54
Ruhstaller Beer Company,Highwater Porter,7.82
Ruhstaller Beer Company,Hefeweizen,8.13
Ruhstaller Beer Company,DPA,5.46
Ruhstaller Beer Company,Coal Creek Porter,8.92
Ruhstaller Beer Company,Detonator Doppelbock,9.37
Ruhstaller Beer Company,Old Woody 2005,7.11
Ruhstaller Beer Company,Catalina Common Lager,7.91
Ruhstaller Beer Company,Mudshark Porter,8.8
Saugatuck Brewing Company,Industrial IPA,6.79
Saugatuck Brewing Company,Zephyrus Pilsner,6.92
Saugatuck Brewing Company,Driftwood Ale,5.87
Saugatuck Brewing Company,Islander Pale Ale,6.91
Saugatuck Brewing Company,Point Defiance IPA,5.23
Saugatuck Brewing Company,Amber Ale,4.92
Saugatuck Brewing Company,Moss Bay Extra,5.79
Saugatuck Brewing Company,Icebreaker Barley Wine,5.81
Saugatuck Brewing Company,Salmon Bay E.S.B.,5.19
Saugatuck Brewing Company,Porter,5.26
Moab Brewery,Porter,4.97
Moab Brewery,Thunder Head IPA,7.49
Moab Brewery,Weissbier,5.81
Moab Brewery,Old Woody 2005,8.9
Moab Brewery,Elysian Fields Pale Ale,7.81
Moab Brewery,Wee Heavy Winter Ale,8.17
Moab Brewery,Point Defiance IPA,6.43
Moab Brewery,India Pale Ale,8.09
Moab Brewery,Mongoose IPA,8.33
Moab Brewery,Deep Powder Winter Ale,8.43
Macon Beer Company,Krystal Weizen,7.82
Macon Beer Company,XXXXX Stout,9.45
Macon Beer Company,IPA,8.68
Macon Beer Company,Nebraska Bitter,5.8
Macon Beer Company,Driftwood Ale,5.46
Macon Beer Company,Industrial IPA,8.6
Macon Beer Company,Oatmeal Stout,8.02
Macon Beer Company,Sick Duck Imperial Stout,7.02
Macon Beer Company,Dutch Girl Lager,5.95
Macon Beer Company,Porter,8.18
Amnesia Brewing Company,Nebraska Bitter,7.03
Amnesia Brewing Company,Whoville Weizenbock,8
Amnesia Brewing Company,Apricot Weizen Ale,4.6
Amnesia Brewing Company,Hefe-Weizen,6.08
Amnesia Brewing Company,Lava Rock Porter,5.83
Amnesia Brewing Company,Spring Bock,6.37
Amnesia Brewing Company,Elysian Fields Pale Ale,9.17
Amnesia Brewing Company,Pilsner,7.12
Amnesia Brewing Company,Scarlet Fire IPA,9.2
Amnesia Brewing Company,Snow Melt Nitrogen Pale,4.87
Wolverine State Brewing Company,Steelie Brown Ale,6.41
Wolverine State Brewing Company,Yellowjacket Pale Ale,9.24
Wolverine State Brewing Company,The Wise ESB,7.66
Wolverine State Brewing Company,Terminator Stout,8.86
Wolverine State Brewing Company,Pyramid Broken Rake,5.24
Wolverine State Brewing Company,Extra Special Bitter,5.57
Wolverine State Brewing Company,First Flight Amber Ale,5.7
Wolverine State Brewing Company,Scarlet Fire IPA,8.75
Wolverine State Brewing Company,Imperial I.P.A.,5.36
Wolverine State Brewing Company,Kilt Lifter Scotch Ale,5.79
Red Tank Cider Company,Whistling Pig Hefeweizen,9.27
Red Tank Cider Company,Pale Ale,8.38
Red Tank Cider Company,Possession Porter,6.82
